0,0
0.025,334.313
0.05,394.489
0.065,400.417
0.075,394.489
0.1,386.911
0.125,385.574
0.15,386.688
0.17,385.574
0.2,387.357
0.4,388.694
0.5,389.586
0.65,387.803
0.7,390.923
0.8,393.597
0.9,391.369
1,390.031
1.1,386.911
1.2,378.442
1.3,361.949
1.4,341.89
1.45,333.421
1.475,327.626
1.5,316.483
1.525,291.966
1.6,172.06
1.65,78.006
1.7,25.854
1.75,4.012
1.875,0
