0.0059,0.71
0.0079,0.67
0.011,0.64
0.015,0.6
0.019,0.58
0.023,0.56
0.027,0.55
0.031,0.53
0.22,0.54
0.32,0.55
0.4,0.56
0.46,0.57
0.51,0.58
0.56,0.59
0.61,0.6
